id,typ,herkunft,variante,frage,kernaussage,erwartete_quellen,antwort,zitiert,kontext_dateien,quellen_ok,kernaussage_ok,treu,luecke_ok,kernaussage_begruendung,treu_begruendung,luecke_begruendung,zitiert_veraltet,veraltet_gekennzeichnet,veraltet_begruendung,kosten_in_usd,kosten_cache_write_usd,kosten_cache_read_usd,kosten_out_usd,input_tokens,cache_write_tokens,cache_read_tokens,output_tokens,retrieval_s,llm_s,gesamt_s,alles_ok
12,einfach,entwurf,articles,"Nach dem Google Sign-In lande ich in einem leeren Konto, meine alten Habits sind nicht da. Bin ich versehentlich in einem neuen Account?","Ja: Google-Login hat ein separates neues Konto angelegt, Daten liegen im alten Konto; abmelden und mit der ursprünglichen Methode anmelden",anmelden-mit-google.md,"Ja, das klingt danach! 😊

Wenn du dich ursprünglich mit **E-Mail und Passwort** registriert hast und später „Mit Google anmelden"" gewählt hast, wird automatisch ein **neues, separates Konto erstellt** – auch wenn die E-Mail-Adresse identisch ist. Deine alten Habits sind nicht gelöscht, sondern liegen in deinem anderen Konto.

**So behebst du das:**
Melde dich ab und melde dich wieder mit deiner **ursprünglichen Methode** (E-Mail und Passwort) an. Dann siehst du deine Habits wieder.

Falls du bereits in beiden Konten Daten hast und diese zusammenführen möchtest, gibt es dafür einen speziellen Artikel – den findest du unter Einstellungen > Hilfe > Kontakt im Support.

Quellen: anmelden-mit-google.md",anmelden-mit-google.md,anmelden-mit-google.md; verdaechtige-anmeldungen.md; konto-loeschen.md,1,1,0,,"Die Antwort enthält die volle Kernaussage: neues Konto durch Google-Anmeldung, alte Habits liegen im ursprünglichen Konto, Lösung ist Abmelden und erneutes Anmelden mit der ursprünglichen Methode.","Fast alle Aussagen sind direkt aus dem Kontext übernommen, aber die Behauptung, man finde den Artikel „Zwei Konten zusammenführen“ unter Einstellungen > Hilfe > Kontakt, ist falsch – der Kontext verweist auf einen eigenständigen Hilfeartikel, nicht auf den Support-Kontakt, wodurch diese Aussage nicht gedeckt ist.",,0,,,0.002327,0.0,0.0,0.0012,2327,0,0,240,0.098,3.35,3.448,0
13,einfach,entwurf,articles,"doppelt abgebucht diesen monat!! 6,99 zweimal. bitte sofort erstatten","Oft nur Vormerkung, verschwindet in 3–5 Werktagen; danach über Einstellungen > Hilfe > Kontakt ""Zahlungsproblem melden"", wird vollständig erstattet; Store-Abos an Apple/Google",doppelte-abbuchung.md; erstattungen.md,"Ich verstehe deine Frustration! Lass mich dir helfen.

**Wichtig zuerst:** Prüfe in deinem Bankkonto, ob beide Buchungen als „vorgemerkt"" oder „ausstehend"" angezeigt werden. Das ist oft nur eine Autorisierung deiner Bank und verschwindet von selbst innerhalb von **3–5 Werktagen**. In diesem Fall musst du nichts tun.

**Falls die Buchung nach 5 Werktagen noch da ist:**

1. Öffne in der App **Einstellungen > Hilfe > Kontakt**
2. Wähle „Zahlungsproblem melden""
3. Gib deine FocusFlow-E-Mail-Adresse an
4. Füge wenn möglich einen Screenshot beider Buchungen oder die Transaktionsnummern bei

Wir prüfen das dann und erstatten den doppelt belasteten Betrag vollständig auf dein ursprüngliches Zahlungsmittel. Dein Pro-Zugang bleibt bestehen.

Quellen: doppelte-abbuchung.md;bekannte-probleme.md",doppelte-abbuchung.md; bekannte-probleme.md,doppelte-abbuchung.md; bekannte-probleme.md; erstattungen.md,1,1,1,,"Die Antwort enthält die Hauptaussage: erst prüfen ob Vormerkung, 3-5 Werktage abwarten, dann über den Kontaktweg melden mit vollständiger Erstattung. Der Hinweis auf Store-Abos fehlt, ist aber ein tolerierbarer Nebenpunkt, da der Nutzer nicht explizit einen Store-Kauf erwähnt.","Alle Aussagen (Vormerkung, 3-5 Werktage, Meldeweg, vollständige Erstattung, Pro-Zugang bleibt bestehen) sind wörtlich oder sinngemäß aus dem Kontext gedeckt.",,0,,,0.002298,0.0,0.0,0.00149,2298,0,0,298,0.0988,3.996,4.094,1
14,einfach,entwurf,articles,"Fremder Login aus Vietnam in meinem Konto, ich hab eine mail von euch bekommen. Was soll ich jetzt tun?? da sind meine ganzen daten drin","Passwort ändern, alle anderen Geräte abmelden, E-Mail-Konto sichern, security@focusflow.app informieren",verdaechtige-anmeldungen.md,"Das ist ernst zu nehmen! Hier sind die Schritte, die du **sofort** durchführen solltest:

1. **Passwort ändern:** Geh zu Einstellungen > Sicherheit > Passwort ändern. Wähle ein starkes Passwort, das du nirgendwo sonst nutzt.

2. **Alle anderen Geräte abmelden:** Einstellungen > Sicherheit > Aktive Sitzungen > „Alle anderen Geräte abmelden"". So siehst du auch, welche Geräte noch angemeldet sind.

3. **E-Mail-Konto sichern:** Wer Zugriff auf dein E-Mail-Postfach hat, kann auch dein FocusFlow-Passwort zurücksetzen. Ändere dort ebenfalls dein Passwort und führe eine Sicherheitsprüfung durch.

4. **Support informieren:** Schreib an **security@focusflow.app** und leite die Benachrichtigungs-E-Mail weiter. Das Team kann dir dann weiterhelfen.

Deine Daten sind auf Servern in der EU gespeichert und verschlüsselt, aber es ist wichtig, schnell zu handeln. Der Support wird dich unterstützen.

Quellen: verdaechtige-anmeldungen.md",verdaechtige-anmeldungen.md,verdaechtige-anmeldungen.md; datenschutz-und-speicherort.md; konto-loeschen.md,1,1,1,,"Alle vier geforderten Kernpunkte (Passwort ändern, andere Geräte abmelden, E-Mail-Konto sichern, security@focusflow.app informieren) sind vollständig und korrekt enthalten, keine widersprechenden Aussagen.","Alle genannten Schritte stammen wörtlich aus dem Artikel zu verdächtigen Anmeldungen, und die Aussage zu EU-Servern und Verschlüsselung ist durch den Datenschutz-Artikel gedeckt; die Empfehlung, im E-Mail-Konto Passwort und Sicherheitsprüfung durchzuführen, ist eine plausible Verallgemeinerung der im Kontext für Google-Konten genannten Maßnahme und widerspricht nichts.",,0,,,0.00241,0.0,0.0,0.00173,2410,0,0,346,0.0978,4.494,4.591,1
15,einfach,entwurf,articles,"Frage zur Datenschutzerklärung: wo genau werden die Daten gespeichert, EU oder US?","EU, Rechenzentrum in Frankfurt am Main, keine Übertragung in Drittländer",datenschutz-und-speicherort.md,"Deine Daten werden in der **Europäischen Union** gespeichert – konkret im Rechenzentrum unseres Hosting-Anbieters in **Frankfurt am Main**. Eine Übertragung in Drittländer wie die USA findet für deine Habit-Daten nicht statt.

Zusätzlich sind deine Daten mit **AES-256** verschlüsselt und die Übertragung zwischen App und Server ist per **TLS** verschlüsselt.

Quellen: datenschutz-und-speicherort.md",datenschutz-und-speicherort.md,datenschutz-und-speicherort.md; roadmap-faq.md; verdaechtige-anmeldungen.md,1,1,0,,"Die Antwort nennt korrekt EU, Frankfurt am Main und den Ausschluss von Drittländern – die Kernaussage ist vollständig und unwidersprochen enthalten.","Die Antwort fügt mit 'wie die USA' ein konkretes Beispiel für ein Drittland hinzu, das im Kontext nirgends genannt wird – dies ist eine nicht gedeckte Zusatzbehauptung, auch wenn die übrigen Aussagen (TLS, AES-256, Frankfurt) korrekt aus dem Kontext stammen.",,0,,,0.002415,0.0,0.0,0.000715,2415,0,0,143,0.0923,2.573,2.666,0
16,einfach,entwurf,articles,gibts eigentlich ein widget für android oder nur fürs iphone?,"Ja, Android ab Version 10 (Startbildschirm); Timer-Widget nur mit Pro",widgets.md,"Widgets gibt es für **beide Plattformen**! 🎉

**Android:** Ja, Widgets sind ab Android 10 verfügbar. Du kannst sie so hinzufügen:
1. Halte eine freie Stelle auf dem Startbildschirm gedrückt und tippe auf „Widgets"".
2. Suche „FocusFlow"" und ziehe das gewünschte Widget auf den Startbildschirm.

**iPhone:** Widgets gibt es für den Home-Bildschirm und (ab iOS 17) auch für den Sperrbildschirm.

Verfügbar sind die gleichen Widgets auf beiden Plattformen: Tagesübersicht, Einzelner Habit und Fokus-Timer (nur mit Pro).

Quellen: widgets.md",widgets.md,widgets.md; synchronisierung.md; roadmap-faq.md,1,1,1,,"Die Antwort enthält klar die Hauptaussage: Android-Widgets sind ab Version 10 verfügbar und das Fokus-Timer-Widget nur mit Pro, nichts widerspricht der Kernaussage.","Alle genannten Fakten (Android ab Version 10, Einrichtungsschritte, iOS-Details, Widget-Typen, Pro-Voraussetzung für Fokus-Timer) sind wörtlich im Kontext von widgets.md gedeckt.",,0,,,0.00219,0.0,0.0,0.000975,2190,0,0,195,0.0888,2.828,2.917,1
17,mehrquellen,entwurf,articles,"Ich melde mich mit Google an, hatte früher aber ein Konto mit derselben Mail per Passwort. Jetzt sehe ich zwei unterschiedliche Habit-Listen. Wie führe ich die zusammen?","Das sind zwei getrennte Konten; Zusammenführen nur über den Support (Einstellungen > Hilfe > Kontakt), dauert bis zu 5 Werktage, nicht umkehrbar",anmelden-mit-google.md; konten-zusammenfuehren.md,"Das ist ein häufiges Problem! Du hast versehentlich zwei separate Konten erstellt – eines mit E-Mail/Passwort und eines über Google-Anmeldung. Die gute Nachricht: Unser Support kann beide Konten zusammenführen.

**So funktioniert es:**

1. Melde dich mit dem Konto an, das du behalten möchtest (dein Zielkonto).
2. Gehe zu **Einstellungen > Hilfe > Kontakt** und wähle „Konten zusammenführen"".
3. Gib die E-Mail-Adresse des anderen Kontos an.
4. Bestätige die Anfrage in den Bestätigungsmails, die du von uns erhältst.

**Wichtig zu wissen:**
- Du brauchst Zugriff auf beide E-Mail-Adressen.
- Die Zusammenführung dauert bis zu 5 Werktage.
- Alle Habits aus beiden Konten werden übernommen – inklusive Verlauf und Statistiken.
- Die Anmeldemethode deines Zielkontos bleibt bestehen.

Wenn beide Konten ein aktives Pro-Abo haben, musst du eines vorher kündigen.

Quellen: anmelden-mit-google.md; konten-zusammenfuehren.md",anmelden-mit-google.md; konten-zusammenfuehren.md,anmelden-mit-google.md; konten-zusammenfuehren.md; verdaechtige-anmeldungen.md,1,1,1,,"Die Antwort vermittelt korrekt, dass es sich um zwei getrennte Konten handelt, die nur über den Support (Einstellungen > Hilfe > Kontakt) zusammengeführt werden können, und nennt die Frist von bis zu 5 Werktagen; der fehlende Hinweis auf die Unumkehrbarkeit ist ein tolerierbarer Nebenpunkt.","Alle genannten Fakten (zwei Konten, Ablauf über Support, Fristen, Übernahme von Habits/Verlauf/Statistiken, Beibehaltung der Anmeldemethode, Pro-Abo-Regel) sind wortgetreu im Kontext belegt, ohne Widersprüche oder erfundene Zusätze.",,0,,,0.002303,0.0,0.0,0.00171,2303,0,0,342,0.076,3.781,3.857,1
18,einfach,entwurf,articles,"Hab von monatlich auf jährlich gewechselt und wurde sofort voll belastet, obwohl der laufende Monat schon bezahlt war. Bitte prüfen.","Beim Wechsel monatlich → jährlich wird der Restmonat als Guthaben mit dem Jahrespreis verrechnet (z. B. 54,34 statt 59 USD); eine volle Belastung entspricht nicht diesem Ablauf",tarif-wechseln.md,"Danke, dass du das meldest! Das klingt nach einer **doppelten Belastung**, die beim Tarifwechsel gelegentlich vorkommt.

**Wichtig zuerst:** Prüfe in deinem Konto, ob die zweite Buchung als „vorgemerkt"" oder „ausstehend"" angezeigt wird. Das ist oft nur eine **Autorisierung deiner Bank** und verschwindet von selbst innerhalb von **3–5 Werktagen**. In diesem Fall musst du nichts tun.

**Falls die Buchung nach 5 Werktagen noch da ist:**

Melde dich bitte bei uns:
1. Öffne **Einstellungen > Hilfe > Kontakt**
2. Wähle „Zahlungsproblem melden""
3. Gib deine FocusFlow-E-Mail-Adresse an
4. Füge wenn möglich Screenshots der beiden Buchungen oder die Transaktionsnummern bei

Wir prüfen das und erstatten den doppelt belasteten Betrag vollständig. Dein Pro-Zugang bleibt davon unberührt.

**Tipp für die Zukunft:** Führe Tarifwechsel nur einmal aus und tippe nicht erneut auf „Bestätigen"", während die Seite lädt.

Quellen: doppelte-abbuchung.md; tarif-wechseln.md",doppelte-abbuchung.md; tarif-wechseln.md,tarif-wechseln.md; doppelte-abbuchung.md; erstattungen.md,1,0,1,,"Die Antwort erklärt nicht, dass beim Wechsel monatlich→jährlich der Restmonat als Guthaben mit dem Jahrespreis verrechnet wird (z. B. 54,34 statt 59 USD), sondern deutet den Fall pauschal als 'doppelte Belastung' und schickt den Nutzer in den falschen Prozess. Die Kernaussage fehlt somit vollständig.","Alle genannten Fakten (Vormerkung/Autorisierung, 3–5 Werktage, Meldeprozess über Einstellungen>Hilfe>Kontakt, vollständige Erstattung, Tipp zum einmaligen Bestätigen) stehen wörtlich im Kontext (doppelte-abbuchung.md), daher ist die Antwort inhaltlich durch die Quellen gedeckt.",,0,,,0.002361,0.0,0.0,0.001845,2361,0,0,369,0.0915,4.888,4.979,0
19,mehrquellen,entwurf,articles,"bin vor ner woche von monatlich auf jährlich umgestiegen, war doch ne blöde idee. kann ich zurück und krieg mein geld wieder?","Ja, innerhalb von 14 Tagen wird der tatsächlich gezahlte Betrag erstattet, Pro endet dann sofort (danach neu monatlich abschließen); ein normaler Wechsel zurück auf monatlich greift erst zum Laufzeitende",tarif-wechseln.md; erstattungen.md,"Das verstehe ich – manchmal passt ein Abo doch nicht wie erhofft. Hier die gute Nachricht: Du kannst jederzeit zurück auf monatliche Zahlung wechseln.

**Allerdings zur Erstattung:** Für Jahresabos erstatten wir den vollen Betrag nur, wenn du die Erstattung **innerhalb von 14 Tagen** nach dem Kauf beantragst. Da du vor einer Woche umgestiegen bist, bist du noch im Zeitfenster – du hast also noch etwa eine Woche Zeit!

**So beantragst du die Erstattung:**
- Geh in der App zu **Einstellungen > Hilfe > Kontakt**
- Wähle „Erstattung anfragen""
- Gib deine E-Mail-Adresse und das Kaufdatum an
- Die Erstattung wird dann innerhalb von 5–10 Werktagen auf dein ursprüngliches Zahlungsmittel gebucht

Wichtig: Mit der Erstattung endet dein Pro-Zugang sofort und dein Konto wird auf Free umgestellt. Deine Daten bleiben aber erhalten.

Quellen: erstattungen.md;tarif-wechseln.md",erstattungen.md; tarif-wechseln.md,tarif-wechseln.md; erstattungen.md; doppelte-abbuchung.md,1,1,1,,"Die Antwort erklärt korrekt, dass innerhalb von 14 Tagen der gezahlte Betrag erstattet wird, der Pro-Zugang danach sofort endet und man ein neues Abo abschließen kann. Der Nebenpunkt, dass ein normaler Wechsel zurück auf monatlich erst zum Laufzeitende wirksam wird, fehlt zwar, widerspricht der Aussage aber nicht explizit und ist als fehlender Nebenpunkt tolerierbar.","Alle genannten Fakten (14-Tage-Frist, jederzeitiger Wechsel möglich, Ablauf der Erstattungsanfrage über Einstellungen>Hilfe>Kontakt, Bearbeitungsdauer 5–10 Werktage, sofortiges Ende des Pro-Zugangs mit Umstellung auf Free bei Erhalt der Daten) sind wörtlich oder als direkte Folgerung aus dem Kontext gedeckt, es finden sich keine Widersprüche.",,0,,,0.002355,0.0,0.0,0.001635,2355,0,0,327,0.0915,3.41,3.502,1
20,aehnlich,entwurf,articles,"Ich habe mein Abo im App Store gekündigt, aber in der App steht immer noch Pro aktiv bis 2027. Was gilt denn jetzt?","Normal: Pro läuft bis zum Ende des bezahlten Zeitraums weiter, danach Free; keine weitere Abbuchung",abo-kuendigen.md,"Das ist eine gute Frage, aber die genaue Situation nach einer Kündigung im App Store kann ich dir anhand der verfügbaren Informationen leider nicht vollständig beantworten.

Was ich dir sagen kann: Nach einer Kündigung läuft dein Pro-Zugang normalerweise bis zum Ende des bereits bezahlten Zeitraums weiter – das ist das erwartete Verhalten. Ob es bei App-Store-Kündigungen Besonderheiten gibt, ist in meinen Unterlagen nicht dokumentiert.

Da es um dein Abo geht, würde ich dir empfehlen, den Support zu kontaktieren. Du findest ihn in der App unter **Einstellungen > Hilfe > Kontakt**. Dort können sie dir genau sagen, welcher Status aktuell für dich gilt.

Quellen: abo-kuendigen.md",abo-kuendigen.md,abo-kuendigen.md; tarif-wechseln.md; erstattungen.md,1,1,1,,"Die Antwort enthält die Kernaussage, dass Pro normalerweise bis zum Ende des bezahlten Zeitraums weiterläuft und danach auf Free umgestellt wird; die Erwähnung 'keine weitere Abbuchung' fehlt zwar, ist aber ein tolerierbarer Nebenpunkt.","Die Aussage, dass der Pro-Zugang bis zum Ende des bezahlten Zeitraums weiterläuft, ist direkt durch den Kontext gedeckt, und der Support-Verweis gilt laut Vorgabe immer als gedeckt; es werden keine unbelegten Zusatzbehauptungen gemacht.",,0,,,0.002318,0.0,0.0,0.001105,2318,0,0,221,0.0959,2.99,3.086,1
21,aehnlich,entwurf,articles,hab ausversehen mein konto gelöscht. kann man das rückgängig machen? war 2 jahre drin,"Nein, die Löschung ist endgültig, auch der Support kann sie nicht rückgängig machen",konto-loeschen.md,"Das tut mir leid! Leider kann die Kontolöschung **nicht rückgängig gemacht werden** – auch nicht durch den Support. Das ist eine endgültige Aktion.

Wenn du dein Konto gelöscht hast, sind alle deine Daten (Habits, Verlauf, Streaks, etc.) sofort deaktiviert worden und werden spätestens nach 30 Tagen aus den Backups entfernt.

**Was du jetzt tun kannst:**
- Wenn du FocusFlow weiternutzen möchtest, kannst du dich mit einer neuen E-Mail-Adresse neu registrieren und von vorne anfangen.
- Falls du vor der Löschung deine Daten exportiert hast (unter Einstellungen > Konto > Daten exportieren), hast du diese noch als CSV oder JSON-Datei.

Falls du Fragen zu deinem Fall hast oder weitere Hilfe brauchst, kontaktiere den Support direkt über **Einstellungen > Hilfe > Kontakt**.

Quellen: konto-loeschen.md",konto-loeschen.md,konto-loeschen.md; passwort-zuruecksetzen.md; doppelte-abbuchung.md,1,1,0,,"Die Antwort sagt klar, dass die Löschung endgültig ist und auch der Support sie nicht rückgängig machen kann – das entspricht genau der Soll-Kernaussage.","Die Aussage, man könne sich mit einer neuen E-Mail-Adresse neu registrieren, steht so nicht im Kontext und ist eine unbelegte Ergänzung; außerdem wird ungenau behauptet, die Daten seien nur 'deaktiviert' statt gelöscht.",,0,,,0.002183,0.0,0.0,0.00138,2183,0,0,276,0.09,3.748,3.839,0
22,aehnlich,entwurf,articles,"will nicht mehr zahlen aber meine habits behalten, muss ich dafür mein konto löschen?","Nein, Abo kündigen reicht: Pro läuft bis Periodenende, danach Free, alle Daten bleiben erhalten; Konto löschen würde alles endgültig entfernen",abo-kuendigen.md,"Nein, du musst dein Konto **nicht** löschen! Das wäre sogar die falsche Lösung, denn dann würden alle deine Daten gelöscht.

**Das ist der richtige Weg:**
Kündige einfach dein Pro-Abo unter **Einstellungen > Abo > Abo kündigen** (oder dort, wo du es abgeschlossen hast). Dann:
- Dein Pro-Zugang läuft bis zum Ende des bezahlten Zeitraums weiter
- Es erfolgt keine weitere Abbuchung
- **Dein Konto und alle deine Habits bleiben erhalten** – mit vollständigem Verlauf und Streaks
- Du nutzt FocusFlow danach kostenlos weiter

Einzige Einschränkung: Wenn du mehr als 3 aktive Habits hast, werden die übrigen nach Ablauf archiviert (der Verlauf bleibt aber sichtbar).

Du kannst Pro jederzeit wieder abschließen – deine archivierten Habits werden dann automatisch reaktiviert.

Quellen: abo-kuendigen.md",abo-kuendigen.md,konto-loeschen.md; abo-kuendigen.md; konten-zusammenfuehren.md,1,1,1,,"Die Antwort vermittelt klar, dass Kündigen statt Löschen der richtige Weg ist, dass Pro bis Periodenende läuft, danach Free, und alle Daten inkl. Habits erhalten bleiben – die Kernaussage ist vollständig enthalten.","Alle Aussagen (kein Löschen nötig, Kündigungsweg, Fortbestand bis Periodenende, keine weitere Abbuchung, Datenerhalt, Archivierung bei >3 Habits, Reaktivierung) sind wörtlich oder direkt aus dem Kontext abgeleitet, keine Widersprüche oder unbelegte Behauptungen.",,0,,,0.002217,0.0,0.0,0.00146,2217,0,0,292,0.0859,3.904,3.99,1
23,aehnlich,entwurf,articles,"hab pro übers iphone gekauft. wenn ich jetzt mein konto lösche, hören die abbuchungen dann auf?","Nein, Store-Abos werden nicht automatisch beendet; vorher im App Store kündigen, sonst wird weiter abgebucht",konto-loeschen.md,"Gute Frage! Nein, leider nicht automatisch. Hier ist wichtig zu wissen:

**Abos über den App Store werden bei einer Kontolöschung nicht automatisch beendet.** Das bedeutet, dass die Abbuchungen weitergehen, auch wenn dein FocusFlow-Konto gelöscht ist.

**Das solltest du vorher tun:**
Kündige dein Pro-Abo im App Store, bevor du dein Konto löschst. So:
1. Öffne die **Einstellungen deines iPhones**
2. Gehe zu **[dein Name] > Abonnements > FocusFlow > Abo kündigen**

Danach kannst du dein FocusFlow-Konto löschen, ohne dass weitere Gebühren anfallen.

Falls du nur nicht mehr für Pro bezahlen möchtest, aber dein Konto behalten willst, reicht die Kündigung im App Store – dein Konto und deine Daten bleiben dann erhalten.

Quellen: konto-loeschen.md;abo-kuendigen.md",konto-loeschen.md; abo-kuendigen.md,konto-loeschen.md; abo-kuendigen.md; doppelte-abbuchung.md,1,1,1,,"Die Antwort enthält klar die Kernaussage: Store-Abos werden bei Kontolöschung nicht automatisch beendet, vorher im App Store kündigen, sonst wird weiter abgebucht.","Alle Aussagen sind durch die Quellen gedeckt: Kontolöschung beendet Store-Abos nicht (konto-loeschen.md), Kündigungsweg für iOS (abo-kuendigen.md), und dass bei reiner Kündigung Konto und Daten erhalten bleiben (abo-kuendigen.md).",,0,,,0.002235,0.0,0.0,0.00142,2235,0,0,284,0.0896,3.785,3.875,1
24,luecke,entwurf,articles,gibt es die app auch auf spanisch?,"Dazu gibt es keine Information, Verweis an den Support",keine,"Das kann ich dir anhand der verfügbaren Hilfeartikel leider nicht beantworten. Die Frage zur Sprachunterstützung ist dort nicht dokumentiert.

Bitte kontaktiere unseren Support direkt über **Einstellungen > Hilfe > Kontakt** in der App – dort können wir dir schnell weiterhelfen!

Quellen: keine",keine,roadmap-faq.md; synchronisierung.md; bekannte-probleme.md,1,,1,1,,"Die Antwort behauptet nichts Inhaltliches aus dem Kontext, sondern verweist nur auf den vorgegebenen Support-Kontakt, was stets als gedeckt gilt.","Die Frage nach spanischer Sprachunterstützung wird in den Hilfeartikeln nicht behandelt, und die Antwort verweist korrekt an den Support, ohne eine inhaltliche Vermutung oder Teilantwort zu geben.",0,,,0.002277,0.0,0.0,0.000475,2277,0,0,95,0.0933,1.617,1.71,1
25,luecke,entwurf,articles,"Hallo, ich benötige für die letzten 6 Monate Rechnungen mit meiner Firmenanschrift und USt-IdNr. Können Sie mir diese zusenden?","Dazu gibt es keine Information, Verweis an den Support",keine,"Hallo! 

Deine Frage zu Rechnungen mit Firmenanschrift und USt-IdNr. kann ich anhand unserer verfügbaren Hilfeartikel leider nicht beantworten. Das ist ein spezieller Abrechnungswunsch, den unser Support-Team direkt für dich bearbeiten muss.

Bitte wende dich an uns über die App: **Einstellungen > Hilfe > Kontakt**. Dort kannst du dein Anliegen schildern und die notwendigen Informationen angeben. Unser Team wird sich dann um deine Rechnungen kümmern.

Quellen: keine",keine,doppelte-abbuchung.md; erstattungen.md; konten-zusammenfuehren.md,1,,1,1,,"Die Antwort enthält keine inhaltlichen Behauptungen aus dem Kontext außer dem vorgegebenen, immer gedeckten Support-Verweis; sie widerspricht dem Kontext nicht.","Die Frage nach Rechnungen mit Firmenanschrift/USt-IdNr. wird in den Hilfeartikeln nicht behandelt. Die Antwort erklärt korrekt, dass dazu keine Information vorliegt, verweist auf den Support-Kontakt und gibt keine inhaltliche Antwort oder Vermutung.",0,,,0.002281,0.0,0.0,0.000845,2281,0,0,169,0.0903,2.505,2.596,1
26,veraltet,entwurf,articles,lohnt sich das jahresabo? wieviel spart man da gegenüber monatlich?,"59 USD/Jahr statt 6,99 USD/Monat, rund 4,92 USD pro Monat, also ca. 30 % günstiger (nicht ""ein Drittel"" / 39,99 wie auf der alten Seite)",preise-und-tarife.md,"Ja, das Jahresabo lohnt sich! Du sparst damit etwa **30 % gegenüber der monatlichen Zahlung**:

- **Monatlich:** 6,99 USD/Monat × 12 = 83,88 USD pro Jahr
- **Jährlich:** 59 USD pro Jahr

Das entspricht einer Ersparnis von etwa 24,88 USD pro Jahr, wenn du das ganze Jahr über zahlst.

Quellen: preise-und-tarife.md",preise-und-tarife.md,tarif-wechseln.md; erstattungen.md; preise-und-tarife.md,1,1,1,,"Die Antwort nennt korrekt 59 USD/Jahr, 6,99 USD/Monat und die etwa 30%ige Ersparnis, wie in der Soll-Kernaussage gefordert, ohne falsche Werte wie 'ein Drittel' oder 39,99 USD zu verwenden.","Alle genannten Zahlen (6,99 USD/Monat, 59 USD/Jahr, 30% Ersparnis) stammen direkt aus dem Kontext, und die zusätzliche Rechnung (12×6,99=83,88 USD, Differenz 24,88 USD) ist eine korrekte, logisch zwingende Folgerung daraus.",,0,,,0.002351,0.0,0.0,0.00064,2351,0,0,128,0.0951,1.891,1.986,1
27,mehrquellen,entwurf,articles,hab aus versehen zwei konten und beide haben pro. kann man die zusammenlegen und krieg ich für eins das geld zurück?,"Zusammenführen geht nur, wenn höchstens ein Konto Pro hat: das andere kündigen und auslaufen lassen, keine automatische Erstattung; ein Jahresabo ist nur innerhalb von 14 Tagen erstattbar",konten-zusammenfuehren.md; erstattungen.md,"Ja, wir können deine beiden Konten zusammenführen! Allerdings gibt es eine wichtige Voraussetzung:

**Nur ein Konto darf ein aktives Pro-Abo haben.** Da beide deine Konten Pro haben, musst du vorher eines der Abos kündigen und dessen Laufzeit ablaufen lassen. Eine automatische Erstattung für das gekündigte Abo erfolgt leider nicht.

Sobald das erledigt ist, kannst du den Antrag stellen:

1. Melde dich mit dem Konto an, das dein Zielkonto sein soll
2. Gehe zu **Einstellungen > Hilfe > Kontakt** und wähle „Konten zusammenführen""
3. Gib die E-Mail des zweiten Kontos an
4. Bestätige in beiden Bestätigungsmails

Die Zusammenführung dauert bis zu 5 Werktage. Alle Habits, Verlauf und Statistiken aus beiden Konten werden übernommen.

Falls du innerhalb von 14 Tagen nach dem Kauf eines der Abos eine Erstattung beantragen möchtest, kannst du das über **Einstellungen > Hilfe > Kontakt > „Erstattung anfragen""** tun – aber das geht nur innerhalb dieser Frist.

Quellen: konten-zusammenfuehren.md;erstattungen.md",konten-zusammenfuehren.md; erstattungen.md,konten-zusammenfuehren.md; erstattungen.md; doppelte-abbuchung.md,1,1,0,,"Die Antwort enthält die Kernaussage korrekt: Zusammenführen ist nur möglich, wenn maximal ein Konto Pro hat, das andere muss vorher gekündigt und ausgelaufen sein, ohne automatische Erstattung, und ein Jahresabo ist nur innerhalb von 14 Tagen erstattbar.","Die Antwort verallgemeinert die 14-Tage-Erstattungsregel auf 'eines der Abos', ohne zu differenzieren, dass diese Regel laut Kontext nur für Jahresabos gilt, während Monatsabos generell nicht erstattet werden – das ist eine unzulässige Verallgemeinerung, die dem Kontext widerspricht.",,0,,,0.002264,0.0,0.0,0.00182,2264,0,0,364,0.0854,4.241,4.327,0
1,einfach,mensch,corpus,"hab die passwort mail bekommen aber erst abends reingeschaut, link geht nicht mehr. wie lange ist der eigentlich gültig?","Link ist 60 Minuten gültig, nur einmal nutzbar; neuen Link anfordern",passwort-zuruecksetzen.md,"Der Link zum Zurücksetzen deines Passworts ist **60 Minuten** gültig und kann nur einmal verwendet werden.

Da du die E-Mail erst abends geöffnet hast, ist der Link leider abgelaufen. Kein Problem – fordere einfach einen neuen an:

1. Gehe auf dem Anmeldebildschirm auf **„Passwort vergessen?""**
2. Gib deine E-Mail-Adresse ein
3. Du bekommst eine neue E-Mail mit einem frischen Link

Tipp: Fordere den Link nicht mehrfach an – nur der zuletzt gesendete Link funktioniert. Und prüfe diesmal deinen Spam-Ordner, falls die E-Mail dort landet.

Quellen: passwort-zuruecksetzen.md",passwort-zuruecksetzen.md,alle,1,1,1,,"Die Antwort nennt klar die 60-Minuten-Gültigkeit, die einmalige Nutzbarkeit und rät zum Anfordern eines neuen Links – die Kernaussage ist vollständig enthalten.","Alle Aussagen (60 Minuten Gültigkeit, einmalige Nutzung, neuen Link über 'Passwort vergessen?' anfordern, nicht mehrfach anfordern, Spam-Ordner prüfen) sind wörtlich durch den Artikel 'passwort-zuruecksetzen.md' gedeckt.",,0,,,4.5e-05,0.01629,0.0,0.001035,45,13032,0,207,0.0,2.93,2.93,1
